Source,Target
anshsem,richaanirudh
anshsem,ActivistSandeep
anshsem,ashoswai
anshsem,KTRTRS
anshsem,prakashraaj
anshsem,pbhushan1
anshsem,BTR_KTR
anshsem,akshayhunka
anshsem,rejitweets
anshsem,zoo_bear
anshsem,KonathamDileep
anshsem,drgaganbhagat
anshsem,LambaAlka
anshsem,ranvijaylive
anshsem,myogiadityanath
anshsem,brajeshabpnews
anshsem,ABPNews
anshsem,RubikaLiyaquat
anshsem,vivekbajpai84
anshsem,gyanendrat1
anshsem,drnarottammisra
anshsem,ChouhanShivraj
anshsem,UtkarshSingh_
anshsem,Shonalii11
sanjuktaroyvai1,gauravontwit
sanjuktaroyvai1,ShineHamesha
sanjuktaroyvai1,_sabanaqvi
sanjuktaroyvai1,ReallySwara
sanjuktaroyvai1,Raj_R10
sanjuktaroyvai1,GargaC
sanjuktaroyvai1,BanglaPokkho
sanjuktaroyvai1,MamataOfficial
sanjuktaroyvai1,yati_Official1
sanjuktaroyvai1,irfhabib
sanjuktaroyvai1,GargaC
sanjuktaroyvai1,BanglaPokkho
sanjuktaroyvai1,MamataOfficial
sanjuktaroyvai1,GargaC
sanjuktaroyvai1,BanglaPokkho
sanjuktaroyvai1,khanumarfa
sanjuktaroyvai1,KanganaTeam
sanjuktaroyvai1,drshamamohd
sanjuktaroyvai1,narendramodi
sanjuktaroyvai1,GargaC
sanjuktaroyvai1,drshamamohd
sanjuktaroyvai1,arjunsethi81
sanjuktaroyvai1,_sayema
sanjuktaroyvai1,BilalKareem
sanjuktaroyvai1,_sayema
sanjuktaroyvai1,drshamamohd
sanjuktaroyvai1,narendramodi
sanjuktaroyvai1,ghazalaahmad5
sanjuktaroyvai1,Shirinkhan0
sanjuktaroyvai1,Mr_Motu_
sanjuktaroyvai1,satishacharya
dryahyakazi,Pakistan_imr
dryahyakazi,ImranKhanPTI
dryahyakazi,Pakistan_imr
dryahyakazi,ImranKhanPTI
dryahyakazi,ImranKhanPTI
dryahyakazi,DrTaKoMD
dryahyakazi,SahilGoyalAdv
dryahyakazi,Article19_India
dryahyakazi,navinjournalist
dryahyakazi,Article19_India
dryahyakazi,ImranRiazKhan
